1264.4869006371   0.99 ()
449.513457169854   0.99 (1w0)
898.028393969674   0.98 (2w0)
940.654495279894   0.97 (1w1)
1105.140925974255   0.97 (1w2)
1345.520318804095   0.96 (3w0)
1386.072973644786   0.96 (1w0+1w1)
1548.451761553448   0.97 (1w0+1w2)
1791.952567590398   0.93 (4w0)
1830.489629982599   0.94 (2w0+1w1)
1871.999639630927   0.91 (2w1)
1990.744486912739   0.95 (2w0+1w2)
2028.834344278884   0.90 (1w1+1w2)
2199.291190876412   0.94 (2w2)
2237.276127751892   0.89 (5w0)
2273.886310665969   0.91 (3w0+1w1)
2313.306364458277   0.89 (1w0+2w1)
2431.994126998937   0.93 (3w0+1w2)
2467.987611426744   0.89 (1w0+1w1+1w2)
2636.375957147528   0.93 (1w0+2w2)
