12461.6252887085   0.98 ()
793.109411168996   0.97 (1w10)
822.304140997110   0.96 (1w14)
878.618752236969   0.97 (1w4)
1017.695854493504   0.97 (1w7)
1121.865810145153   0.96 (1w3)
1124.365354813965   0.97 (1w13)
1146.421898047880   0.97 (1w9)
1148.678031131942   0.97 (1w6)
1271.431708266635   0.94 (1w2)
1468.276894815624   0.97 (1w12)
1496.216913199334   0.94 (1w1)
1588.850598019408   0.94 (2w10)
1612.772597079642   0.96 (1w10+1w14)
1642.780765871388   0.92 (2w14)
1672.174124067120   0.96 (1w4+1w10)
1696.558387975769   0.94 (1w4+1w14)
1756.086349241850   0.95 (2w4)
1808.045773315307   0.96 (1w7+1w10)
1834.733365714517   0.94 (1w7+1w14)
1891.263153341939   0.92 (1w4+1w7)
1909.361442530309   0.91 (1w10+1w13)
1911.325988839641   0.93 (1w3+1w10)
1930.038904987543   0.82 (1w6+1w10)  0.45 (1w3+1w14)
1939.912958675259   0.87 (1w9+1w10)
1941.542353616127   0.47 (1w6+1w10)  0.81 (1w3+1w14)
1945.627552189160   0.86 (1w13+1w14)
1963.701589546066   0.94 (1w9+1w14)
1972.355951561538   0.96 (1w6+1w14)
1998.856354520543   0.95 (1w3+1w4)
2000.793917114626   0.96 (1w4+1w13)
2022.679152471797   0.96 (1w4+1w9)
2025.627191271358   0.96 (1w4+1w6)
2033.677355391063   0.96 (2w7)
2062.342899330357   0.93 (1w2+1w10)
2087.962755064438   0.91 (1w2+1w14)
2129.666080227962   0.93 (1w3+1w7)
2136.224040748953   0.93 (1w7+1w13)
2142.098981355544   0.91 (1w2+1w4)
2154.173243014289   0.92 (1w7+1w9)
2167.031442124528   0.96 (1w6+1w7)
2235.657844072470   0.84 (2w3)
2242.351790247900   0.91 (1w3+1w13)
2248.951829092102   0.83 (1w10+1w12)
2249.876653011976   0.87 (2w13)
2266.725696931193   0.38 (1w3+1w9)  0.53 (1w1+1w10)  0.66 (1w6+1w13)
2268.956436051716   0.86 (1w3+1w9)
2268.975843778244   0.85 (1w9+1w13)
2276.250709993654   0.85 (1w3+1w6)  0.43 (1w10+1w12)
2285.110922110605   0.68 (1w1+1w10)  0.63 (1w6+1w13)
2290.310289549865   0.90 (1w12+1w14)
2291.600563433647   0.84 (1w2+1w7)
2291.972240452933   0.86 (2w9)
2294.771967379605   0.96 (1w6+1w9)
2297.126949964668   0.91 (2w6)
2313.113681827797   0.90 (1w1+1w14)
2347.289113040264   0.96 (1w4+1w12)
2372.337190129578   0.90 (1w1+1w4)
2383.810768071691   0.88 (3w10)
2390.830618596914   0.90 (1w2+1w3)
