31764.3418258757   0.94 ()
164.631192633045   0.94 (1w47)
178.786799728663   0.94 (1w12)
328.689460222951   0.94 (2w47)
341.760866743865   0.94 (1w12+1w47)
355.969665686276   0.94 (1w23)
356.488194260466   0.94 (2w12)
388.635809427862   0.94 (1w15)
463.930874577673   0.94 (1w27)
472.446352511361   0.94 (1w46)
492.380922413606   0.94 (3w47)
506.897281160793   0.94 (1w43)
505.557118595112   0.94 (1w12+2w47)
513.903609148754   0.92 (1w8)
520.166545952827   0.94 (1w23+1w47)
519.624995268969   0.94 (2w12+1w47)
533.799322980271   0.95 (1w12+1w23)
536.162259559114   0.94 (3w12)
552.905568478065   0.94 (1w15+1w47)
566.971658659175   0.95 (1w12+1w15)
623.881772648980   0.94 (1w35)
622.897383066625   0.94 (1w11)
627.777182063808   0.93 (1w27+1w47)
636.759984386928   0.94 (1w46+1w47)
642.050158793852   0.94 (1w12+1w27)
649.893175012952   0.94 (1w12+1w46)
656.858342639371   0.93 (4w47)
672.566373312162   0.94 (1w43+1w47)
668.977792582962   0.93 (1w12+3w47)
680.459459962494   0.93 (1w8+1w47)
686.144798045036   0.94 (1w12+1w43)
685.015026831807   0.94 (1w23+2w47)
681.979782000028   0.94 (2w12+2w47)
693.443836976119   0.93 (1w8+1w12)
693.818913536848   0.93 (1w14)
698.468523002914   0.94 (1w12+1w23+1w47)
697.249980713943   0.94 (3w12+1w47)
711.551194813484   0.94 (2w23)
712.038938758269   0.95 (2w12+1w23)
713.174995109712   0.94 (4w12)
718.443047047807   0.94 (1w15+2w47)
731.654895959578   0.94 (1w12+1w15+1w47)
743.627845476749   0.95 (1w15+1w23)
745.434889183507   0.95 (2w12+1w15)
756.590748165694   0.89 (1w7)
763.937059381460   0.93 (1w45)
768.863828047382   0.94 (1w26)
777.864743157599   0.93 (2w15)
786.573188263068   0.94 (1w11+1w47)
788.270631891726   0.95 (1w35+1w47)
793.000661751637   0.94 (1w22)
791.300578316015   0.92 (1w27+2w47)
800.767766274785   0.94 (1w11+1w12)
802.548030881208   0.95 (1w12+1w35)
801.777469100834   0.94 (1w46+2w47)
805.447939009435   0.93 (1w12+1w27+1w47)
816.304507639008   0.78 (1w10)  0.52 (1w12+1w46+1w47)
819.291809862672   0.94 (1w23+1w27)
818.321285451857   0.52 (1w10)  0.78 (1w12+1w46+1w47)
819.465267110219   0.94 (2w12+1w27)
826.923757737466   0.94 (1w23+1w46)
820.852982170141   0.92 (5w47)
828.197713663161   0.94 (2w12+1w46)
836.777336193689   0.94 (1w43+2w47)
845.766042388215   0.92 (1w8+2w47)
835.434611529698   0.93 (1w12+4w47)
848.137690658506   0.93 (1w23+3w47)
850.271082786374   0.93 (1w12+1w43+1w47)
852.814869521972   0.94 (1w15+1w27)
844.936560626295   0.93 (2w12+3w47)
853.353556906495   0.83 (1w14+1w47)
861.977104835772   0.92 (1w23+1w43)
858.507017366788   0.92 (1w8+1w12+1w47)
861.144245979609   0.85 (1w15+1w46)
863.864035511375   0.93 (2w12+1w43)
861.213722438588   0.94 (1w12+1w23+2w47)
869.188348943426   0.92 (1w8+1w23)
869.424858929418   0.93 (1w25)
867.290232056068   0.92 (1w12+1w14)
871.454631283552   0.93 (1w8+2w12)
875.883905333085   0.94 (2w23+1w47)
874.820418398667   0.94 (2w12+1w23+1w47)
882.364987996189   0.93 (1w15+3w47)
888.965956177759   0.95 (1w12+2w23)
889.007184398226   0.94 (3w12+1w23)
895.478453851290   0.94 (1w15+1w43)
902.349043337959   0.93 (1w8+1w15)
895.325338997518   0.94 (1w12+1w15+2w47)
908.705316021667   0.94 (2w12+1w15+1w47)
909.637693729965   0.95 (1w15+1w23+1w47)
921.552520167021   0.90 (1w7+1w47)
921.450611755638   0.95 (1w12+1w15+1w23)
922.007510190309   0.85 (1w45+1w47)
925.858862218807   0.93 (1w13)
929.183410940535   0.87 (2w27)
932.063604890827   0.91 (1w26+1w47)
936.688869901787   0.91 (1w7+1w12)
937.022345230085   0.67 (1w42)  0.65 (1w12+1w45)
936.517899076083   0.91 (1w27+1w46)
942.811736819498   0.93 (2w15+1w47)
945.217723162732   0.94 (2w46)
946.206957068742   0.66 (1w42)  0.65 (1w12+1w45)
945.521665551423   0.93 (1w12+1w26)
947.284679599019   0.93 (1w44)
952.487027372674   0.69 (1w9)  0.63 (1w11+2w47)
955.871722098829   0.63 (1w9)  0.69 (1w11+2w47)
958.974768549182   0.93 (1w22+1w47)
960.244006889014   0.92 (1w24)
964.559285969732   0.94 (1w11+1w12+1w47)
966.081170379359   0.95 (1w12+1w35+1w47)
971.076827449670   0.94 (1w27+1w43)
965.693991115539   0.93 (1w46+3w47)
971.595783901321   0.94 (1w12+1w22)
977.638130290132   0.94 (1w23+1w35)
977.987693153482   0.94 (1w11+1w23)
978.027468966873   0.92 (1w8+1w27)
979.124743673019   0.94 (1w43+1w46)
979.276332736194   0.79 (1w10+1w47)  0.48 (1w12+1w46+2w47)
986.438940217653   0.93 (1w8+1w46)
981.978741336516   0.48 (1w10+1w47)  0.80 (1w12+1w46+2w47)
991.939468634671   0.81 (1w10+1w12)  0.43 (2w12+1w46+1w47)
994.185450591605   0.43 (1w10+1w12)  0.83 (2w12+1w46+1w47)
1008.212340118818   0.92 (1w34)
1011.512498615168   0.94 (1w15+1w35)
1010.980923302977   0.94 (1w11+1w15)
1012.700441493998   0.93 (2w43)
1005.198668801127   0.94 (3w12+1w46)
1019.821849610980   0.92 (1w8+1w43)
